license_num,status,license_type,issued,expires,business_name,dba_name,comments,location_comments,applicant,manager,day_phone,evening_phone,address,city,state,zip,gpsx,gpsy
CAL-476336,Active,Live Entertainment,2022-04-15,2022-12-31,Cisco Seaport Beer Garden,Cisco Seaport Beer Garden,1 Entertainment is not to exceed 70 decibels anytime 50 between 11 p m 7 per city Boston s noise ordinance 2 Athletic events include yoga,,Joseph Dunne,Nick Mitchell,(617)710-1004,,85     Northern AV,South Boston,MA,02210,0,0
CAL-476380,Active,Live Entertainment,2022-04-15,2023-12-31,"Food Fiesta Group, LLC",Casa Bonita Mexican Grill,No Place Assembly is required 1 Entertainment permitted outside on outdoor patio seven 7 days week until 10 00 p m Up to four 4 speakers Speakers shall not be faced outwards only heard patrons prevent emanation sound 2 There no cover charge use promoters 3 Live entertainment consisting ofdisc jockey karaoke up six 6 instrumentalists one vocalistsmay operated Thursdays through Sundays Additional may applied via time process or amending annual license Doors windows closed whenever live in operation 11 regardless type offered 5 exceed 70 decibels any 50 between per Boston Noise Ordinance,,Felipe Duran,Felipe Duran,(857)654-7588,,1033-   Massachusetts AVE,Roxbury,MA,02118,773082.420443699,2944516.32022618
CAL-476386,Active,Non-Live Entertainment,2022-04-15,2023-12-31,"Hereford Investment Group, LLC",Eva,1 Entertainment is NOT permitted outside 2 All windows amp doors must be closed during live entertainment 3 Sound not to exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,George Aboujaude,George Aboujaude,,,279A-  Newbury ST,Boston,MA,02115,768497.832573314,2952566.16067122
CAL-476178,Active,Live Entertainment,2022-04-13,2023-12-31,Park 54 Restaurant Group LLC,Park 54,1 Entertainment is not permitted outside until ISD certificate has been updated to include patio 2 Noise levels exceed 70 decibels any time per City Boston s noise ordinance may 50 between 11pm 7am 3 There shall be no dancefloor Nightclub format 4 Live entertainment Thursdays Sundays 00 m Karaoke on,,Tasha Hull,Tasha Hull,(617)281-9000,,81-  Fairmount Av,Hyde Park,MA,02136,758989.964622572,2918028.54980151
CAL-475413,Active,Non-Live Entertainment,2022-04-11,2023-12-31,"Wheelings Revolution, LLC.",Cosmica,1 Entertainment is not permitted outside 2 All windows amp doors must be closed during live entertainment 3 Sound to exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,Jack Bardy,Jack Bardy,(617)306-5749,,40-   Berkeley ST,Boston,MA,02116,772166.323930845,2951381.14560857
CAL-475639,Active,Non-Live Entertainment,2022-04-07,2022-12-31,"Miznon Seaport, LLC",Miznon,1 Entertainment is NOT permitted outside 2 Noise levels not to exceed 70 decibels any time per city Boston s noise ordinance may 50 between 11pm 7am,,Moshe Ziv,Moshe Ziv,(857)284-7672,,101-  Seaport BLVD,Boston,MA,02210,779063.469753133,2953316.34395003
CAL-475411,Active,Live Entertainment,2022-04-06,2023-12-31,"Broken Records Beer Hall, LLC",Broken Records Beer Hall,1 Entertainment is NOT permitted outside 2 Noise levels not to exceed 70 decibels any time per city Boston s noise ordinance may 50 between 11pm 7am 3 Two tables games consisting shuffle boards,,Thomas Shea,Thomas Shea,,,85-  Guest St,Brighton,MA,02135,752185.472275188,2955113.2296169
CAL-470742,Active,Non-Live Entertainment,2022-03-18,2023-12-31,P&Y Ventures Inc.,Yunnan Kitchen,1 Entertainment is NOT permitted outside 2 Noise levels not to exceed 70 decibels any time per city Boston s noise ordinance may 50 between 11pm 7am,,Yisha Siu,Yisha Siu,,,1721-  Washington St,Roxbury,MA,02118,770641.215033427,2948141.41734956
CAL-470763,Active,Non-Live Entertainment,2022-03-18,2022-12-31,BostonInFour LLC,A.T. O'Keeffe's,1 Entertainment is not permitted outside 2 Capacity limited to 93 persons until new Place Assembly permit with higher capacity submitted Division 3 Noise levels exceed 70 decibels any time per city Boston s noise ordinance may 50 between 11pm 7am,,Dana O'Keefe,Dana O'Keefe,(617)536-2337,,911-  Boylston ST,Boston,MA,02115,768507.037463442,2952270.45194539
CAL-470779,Active,Non-Live Entertainment,2022-03-18,2022-12-31,AYA Pizza LLC,Red Line Pizza,1 Entertainment is not permitted outside 2 Noise levels to exceed 70 dB any time may 50 between 11pm 7am per Boston Ordinance,,mohamed mourad,mohamed mourad,(617)464-3003,,582     Dorchester AVE,South Boston,MA,02127,776018.606028855,2945568.49035411
CAL-470676,Active,Non-Live Entertainment,2022-03-17,2023-12-31,MDR Hospitality Group Inc,Chick Fil A,1 Entertainment is NOT permitted outside 2 Noise levels not to exceed 70 decibels any time per city Boston s noise ordinance may 50 between 11pm 7am,,Matthew DeMichele-Rigoni,Matthew DeMichele-Rigoni,,,569     Boylston ST,Boston,MA,02116,770657.486265451,2953086.41556217
CAL-470609,Active,Non-Live Entertainment,2022-03-16,2023-12-31,"Allston Silhouette Lounge, LLC",Silhouette Lounge,Entertainment is NOT permitted outside Noise levels not to exceed 70 decibels any time per city Boston s noise ordinance may 50 between 11 pm 7 am Amusement devices consist Big Buck Hunter Golden Tee Live 2 Pinball machines cover charge shall be posted in clear conspicuous place licensee’s staff must keep an accurate count all persons on premises times ensure establishment does operate beyond its allowed capacity licensee also aisles exits have security closing patrons exit orderly fashion do congregate area,,Fred Starikov,Fred Starikov,(617)751-5119,,200-  Brighton AVE,Allston,MA,02134,755051.390474916,2953892.47165892
CAL-465757,Active,Night Club,2022-03-14,2023-12-31,"BoBoLand, LLC",Roadrunner,1 Entertainment is not permitted outside 2 Live entertainment may be operated 7 days week until 2am 3 licensee’s staff must keep an accurate count all persons on premises times to ensure establishment does operate beyond its allowed capacity licensee shall also aisles exits clear 4 have security closing make sure that patrons exit in orderly fashion do congregate area as outlined submitted plan 5 exceed 70 decibels any time 50 between 11 p m per Boston Noise Ordinance 6 Each month send detailed list events Division MOCAL boston gov boxing additional State permits City periodically check public non areas including restroom facilities assure illegal disruptive activity will take place,,Allison Finney,Allison Finney,(802)299-9719,(802)299-9719,89-  Guest St,Brighton,MA,02135,752146.843802965,2955135.58204745
CAL-465779,Active,Non-Live Entertainment,2022-03-09,2023-12-31,"Etnias Restaurant, Inc.",Etnias Bar & Grill,1 Entertainment is not permitted outside 2 All windows amp doors must be closed during live entertainment 3 Sound to exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,Luz Arango,Luz Arango,(781)985-3703,,145-  Meridian ST,East Boston,MA,02128,780769.508866861,2961538.95489803
CAL-468961,Active,Non-Live Entertainment,2022-03-03,2023-12-31,"Eighty Five Main Street, LLC",Sullivan's Public House,1 Entertainment is NOT permitted outside 2 Noise levels not to exceed 70 decibels any time per city Boston s noise ordinance may 50 between 11pm 7am,,Michael Lantagne,Michael Lantagne,,,85-  Main ST,Charlestown,MA,02129,774316.936807084,2961602.69025426
CAL-467812,Active,Non-Live Entertainment,2022-02-14,2023-12-31,"Can't Stop Won't Stop, LLC",Teddy's On The Hill,1 Entertainment is not permitted outside 2 Noise levels to exceed 70 dB any time may excee 50 after 11pm 7am per Boston Ordinance 3 Automatic amusement devices consist golden tee tabletop golf video game skeeball,,Jason Nicholson,Jason Nicholson,,,9-   Bowdoin ST,Boston,MA,02114,774222.426172763,2956887.1645897
CAL-465136,Active,Night Club,2022-01-31,2023-12-31,"STAGE KARAOKE, LLC",Stage Karaoke,1 Live entertainment may be operated seven 7 days until 2 00 m If there is an admission fee charged cover charge shall posted in clear conspicuous place 3 Entertainment not to exceed 70 decibels any time 50 between 11 p per Boston Noise Ordinance 4 22 TV Monitors Projectors used karaoke only TVs other than 5 permitted outside 6 Board game consist dice games No gambling,,Henry Wong,Henry Wong,(617)669-8383,,138-   Brighton AVE,Allston,MA,02134,755695.000011504,2953790.00001082
CAL-465780,Active,Non-Live Entertainment,2022-01-19,2023-12-31,GRNA RK of MA LLC,Ramsay's Kitchen,1 Entertainment is NOT permitted outside 2 Noise levels not to exceed 70 decibels any time per city Boston s noise ordinance may 50 between 11pm 7am 3 All windows amp doors must be closed during live entertainment,,Hector Tovar,Hector Tovar,,,776-  Boylston ST,Boston,MA,02199,769260.204376146,2952372.89389749
CAL-465491,Active,Non-Live Entertainment,2022-01-11,2023-12-31,"Maverick Square Donuts, LLC",Dunkin Donuts,1 Entertainment is not permitted outside 2 Noise levels to exceed 70 dB any time per Boston Ordinance,,Michael Leonardi,Michael Leonardi,,,13-   Maverick SQ,East Boston,MA,02128,780688.086050794,2959821.28222443
CAL-465493,Active,Non-Live Entertainment,2022-01-11,2023-12-31,Bennington Street Donuts LLC,Dunkin Donuts,1 Entertainment is not permitted outside 2 Noise levels to exceed 70 dB any time per Boston Ordinance,,Michael Leonardi,Michael Leonardi,,,951-   Bennington ST,East Boston,MA,02128,788991.526858524,2966030.94296622
CAL-465494,Active,Non-Live Entertainment,2022-01-11,2023-12-31,"HLHP BOSTON, LLC",Happy Lamb Hot Pot,1 No entertainment is permitted outside 2 Noise levels not to exceed 70 dB any time may 50 between 11pm 7am per Boston Ordinance,,Ka Long Lei,Ka Long Lei,,,130-  Brighton AVE,Allston,MA,02134,755678.944235489,2953789.48791482
CAL-465502,Active,Live Entertainment,2022-01-11,2023-12-31,Shamrock Boston LLC,Shamrock Pub,1 Noise levels not to exceed 70 dB any time may 50 after 11pm 7am per Boston Ordinance 2 Entertainment is permitted outside 3 Live entertainment be operated seven 7 days until 00 m 4 Doors windows should closed whenever live offered prevent emanation sound shall 10 p regardless type,,John Lydon,John Lydon,(617)833-9807,,501- E Eighth ST,South Boston,MA,02127,780202.00000234,2946070.00000362
CAL-464471,Active,Non-Live Entertainment,2022-01-10,2023-12-31,"Irziqat, Inc.",College Pizza,1 Entertainment is NOT permitted outside 2 Noise levels not to exceed 70 decibels any time per city Boston s noise ordinance may 50 between 11pm 7am,,Issan Irziqat,Issan Irziqat,,,50-   Queensberry ST,Boston,MA,02215,765040.999988213,2950120.00000739
CAL-465317,Active,Non-Live Entertainment,2022-01-10,2023-12-31,FOGAO GAUCHO LLC,Alma Gaucha,State CI only 1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Anderson Winck,Anderson Winck,,,401-  D ST,Boston,MA,02210,779262.474430688,2950562.45712003
CAL-465318,Active,Non-Live Entertainment,2022-01-04,2023-12-31,North Diner LLC,North Street Grille,1 Entertainment is NOT permitted outside 2 Noise levels not to exceed 70 decibels any time per city Boston s noise ordinance may 50 between 11pm 7am,,Robin Sidell,Robin Sidell,,,229     North ST,Boston,MA,02113,777080.027135432,2957762.02977452
CAL-464485,Active,Live Entertainment,2022-01-03,2022-12-31,"HIGH STREET TRS, LLC",High Street Place,1 Cornhole is permitted on outdoor patio 2 Entertainment outside seven 7 days week until 11 00 p m Speakers shall not be faced outwards only heard patrons to prevent emanation sound 3 Instrumental vocal music up six 6 performers 4 Live entertainment may operated 12,,Philip Boccalatte,Philip Boccalatte,,,100-  High ST,Boston,MA,02110,776367.639295317,2954509.5801199
CAL-447668,Active,Live Entertainment,2021-12-23,2021-12-31,Gray Matter LLC,Trapology Boston,,,Jason Loeb,Jason Loeb,(617)538-2555,,177-   Tremont ST,Boston,MA,02111,774004.935580566,2953963.33223498
CAL-465012,Active,Non-Live Entertainment,2021-12-23,2023-12-31,"Y & Y Enterprises, Inc.",Thai Basil Restaurant,1 Entertainment is NOT permitted outside 2 Noise levels not to exceed 70 decibels any time per city Boston s noise ordinance may 50 between 11pm 7am,,Settha Daranuwat,Settha Daranuwat,,,132     Newbury ST,Boston,MA,02116,770594.808537379,2953188.14439425
CAL-463587,Active,Non-Live Entertainment,2021-12-20,2023-12-31,Slumber Time LLC,Brinkly's Pub,1 Entertainment is not permitted outside 2 All windows amp doors must be closed during live entertainment 3 Sound to exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,Steven Nalen,Steven Nalen,,,225-  William F McClellan HWY,East Boston,MA,02128,786771.000008449,2966509.99999066
CAL-463419,Active,Non-Live Entertainment,2021-12-15,2023-12-31,"CT Eatery, LLC",Tradesman Charlestown,1 Entertainment is not permitted outside 2 Table game to consist antique token slot machine Pay outs,,Mevzad Durakovic,Mevzad Durakovic,,,50-  Hood Park Dr,Charlestown,MA,02129,771732.48720047,2963863.37541843
CAL-462963,Active,Non-Live Entertainment,2021-12-14,2023-12-31,1928 BEACON HILL LLC,1928 Beacon Hill,1 Entertainment is not permitted outside 2 Licensee shall abide Boston Noise Ordinance which states that noise levels exceed 50 dB any time may 70 between hours 11pm 7am,,Kristin Jenkins,Kristin Jenkins,(857)233-5662,,97-   Mount Vernon ST,Boston,MA,02108,772463.032891124,2955799.51194869
CAL-463421,Active,Non-Live Entertainment,2021-12-13,2023-12-31,"Wichcraft, LLC",New England Wicked Craft Company,1 Entertainment is not permitted outside 2 Licensee shall abide Boston Noise Ordinance which states that noise levels exceed 50 dB any time may 70 between hours 11pm 7am,,Marybeth Bisson,Marybeth Bisson,,,54-   Salem ST,Boston,MA,02113,776085.999998495,2957690.00001445
CAL-461538,Active,Non-Live Entertainment,2021-12-03,2023-12-31,"Bar Volpe, LLC.",BarVolpe,1 Entertainment is not permitted outside 2 Licensee shall abide Boston Noise Ordinance which states that noise levels exceed 50 dB any time may 70 between hours 11pm 7am,,Kristie Weiss,Kristie Weiss,,,170- W Broadway ,South Boston,MA,02127,777055.619303385,2949427.42446749
CAL-462066,Active,Non-Live Entertainment,2021-12-03,2021-12-31,"Isabella Restaurant, Inc.",Isabella,1 Entertainment is not permitted outside 2 Licensee shall abide Boston Noise Ordinance which states that noise levels exceed 50 dB any time may 70 between hours 11pm 7am,,Cristobal De Paz,Cristobal De Paz,(617)227-7300,,2A-  Prince ST,Boston,MA,02113,776786.873727158,2958004.66183874
CAL-462063,Active,Non-Live Entertainment,2021-12-01,2023-12-31,Top Mix LLC,Top Mix Bar and Kitchen JP,1 Entertainment is NOT permitted outside 2 Licensee shall abide Boston Noise Ordinance which states that noise levels not exceed 70 dB any time may 50 between hours 11pm 7am 3 Cover charge 4 Live entertainment consisting instrumental vocal music disc jockey dance patrons be operated seven 7 days week until 10 30 p m via one license probationary period three months June 2022 Instrumental limited to performers 5 Doors windows closed whenever live in operation regardless type offered,,Joseph Correia,Joseph Correia,,,365-  Centre ST,Jamaica Plain,MA,02130,762103.535836073,2942812.69741037
CAL-460665,Active,Non-Live Entertainment,2021-10-12,2023-12-31,222 Friends Inc.,2Twenty2,1 Entertainment is not permitted outside 2 Licensee to abide Boston Noise Ordinance levels exceed 70 dB any time may 50 between hours 11pm 7am 3 Disc jockey instrumental vocal music Thursdays Sundays from 7pm 12am Instrumental limited four 4 performers There shall be NO cover charge,,Anthony DePinto,Anthony DePinto,(617)723-3222,,4-  Liberty SQ,Boston,MA,02109,776281.207492198,2955604.96396074
CAL-460798,Active,Non-Live Entertainment,2021-10-12,2023-12-31,Notch Brighton Tap Room LLC,Notch Brighton Tap Room,1 Non live entertainment consisting background music speakers permitted in courtyard 2 Licensee to abide Boston Noise Ordinance levels not exceed 70 dB any time may 50 between hours 11pm 7am No State Assembly Permit,,Chris Lohring,Chris Lohring,(617)548-2947,,525-  Western Av,Brighton,MA,02135,752121.921046734,2957130.26939585
CAL-460330,Active,Non-Live Entertainment,2021-10-11,2022-12-31,ROCK BOTTOM GROUP LLC,Rock Bottom Restaurant & Brewery,1 Entertainment is not permitted outside 2 Licensee to abide Boston Noise Ordinance levels exceed 70 dB any time may 50 between hours 11pm 7am,,Mark Levine,Mark Levine,,,115-   Stuart ST,Boston,MA,02116,773620.9999962,2953370.00001043
CAL-460663,Active,Non-Live Entertainment,2021-10-08,2021-12-31,"GOGLE MOGLE, INC.",Seabiscuit,1 Entertainment is not permitted outside 2 Licensee to abide Boston Noise Ordinance levels exceed 70 dB any time may 50 between hours 11pm 7am,,Andrew Platt,Andrew Platt,(617)418-5234,,256-   Marginal ST,East Boston,MA,02128,782497.00000447,2958100.00001483
CAL-460408,Active,Live Entertainment,2021-10-05,2023-12-31,"SPiN Boston, LLC",SPiN,1 Entertainment is not permitted outside 2 Licensee shall abide Boston Noise Ordinance which states that noise levels exceed 50 dB any time may 70 between hours 11pm 7am 3 Beer pong 4 There be no cover charge 5 until 00 m apply other live entertainment categories via one process 6 Live consisting DJ up to two instrumental vocalist limited Fridays Saturdays Holidays when venue has private event will 9 pm 12 30 7 Dancing patrons dance floor with exception religious events such as Bar Mitzvahs Christenings etc occur in areas where walls adjacent residences,,Michael Martin,Michael Martin,,,30     Melcher ST,Boston,MA,02210,777719.308352024,2952871.10820197
